,Brewery_type,Brewery_name,State,Latitude,Longitude,Google_rating,Google_num_ratings,Yelp_rating,Yelp_num_ratings,Yelp_review_text,Overall_rating,Overall_num_ratings
1242,Brewpub,Holy City Brewing Baker and Brewer,SC,32.802544,-79.942274,4.6,623.0,4.0,74.0,Very nice brewery-bakery combo. Wide open so great for social distancing. The margherita  pizza was delicious,4.3,697.0
1243,Brewpub,Home Republic,VA,36.859145,-75.980076,4.2,298.0,3.5,404.0,This review is based on a Uber Eats delivery experience.  I has just returned from a spell at sea and wanted something delivered.  Decided to get the Extra...,3.85,702.0
1244,Brewpub,HomeGrown Brewing Company,MI,42.825538,-83.26538599999999,4.5,233.0,4.0,113.0,"Absolutely wonderful time! All precautions were taken with Covid, friendly staff and absolutely AMAZING food and beverages were delicious. When I visit...",4.25,346.0
1245,Brewpub,Homefield Brewing,MA,42.115018,-72.106747,4.6,118.0,4.5,55.0,Thank you! Thank you! Thank you Jonathan and Susan of Homefield Kitchen and Brewery!! Their efforts to keep the community fed with locally sourced food is...,4.55,173.0
1246,Brewpub,Homegrown Public House & Brewery,OR,43.968007,-124.106376,4.4,541.0,4.0,494.0,"Best French Dip I've ever had! 
Ordered takeout on  a very busy Friday night and our food was fantastic. Our server did an excellent job of juggling already...",4.2,1035.0
1247,Brewpub,Honolulu BeerWorks,HI,21.29717,-157.860492,4.7,394.0,4.0,535.0,"We love Honolulu Beerworks! Even during COVID, we have been trying to go every Friday. We love the beer and the food so it's a great way to wrap up the...",4.35,929.0
1249,Brewpub,Hood Canal Brewery,WA,47.803509999999996,-122.57383300000001,4.5,43.0,4.0,25.0,Great Service and great beer and food. The atmosphere was kinda sucky but blame that on COVID. Tired of having to sit in a parking lot with only a few...,4.25,68.0
1250,Brewpub,Hood Canal Brewery,WA,47.803509999999996,-122.57383300000001,4.5,43.0,4.0,25.0,Great Service and great beer and food. The atmosphere was kinda sucky but blame that on COVID. Tired of having to sit in a parking lot with only a few...,4.25,68.0
1251,Brewpub,Hood Canal Brewery,WA,47.803812,-122.57314199999999,4.5,43.0,4.0,25.0,Great Service and great beer and food. The atmosphere was kinda sucky but blame that on COVID. Tired of having to sit in a parking lot with only a few...,4.25,68.0
1252,Brewpub,Hood Canal Brewery,WA,47.803812,-122.57314199999999,4.5,43.0,4.0,25.0,Great Service and great beer and food. The atmosphere was kinda sucky but blame that on COVID. Tired of having to sit in a parking lot with only a few...,4.25,68.0
1253,Brewpub,Hoof Hearted Brewing Brewery and Kitchen,OH,39.980424,-82.998087,4.4,633.0,4.0,239.0,Great atmosphere for sipping delicious craft brews.  The friendly service and COVID-19 precautions in place make for a safe and enjoyable experience.,4.2,872.0
1254,Brewpub,Hoosier Brewing Company,IN,39.614053999999996,-86.10959,4.5,24.0,4.5,11.0,"Hoosier Brewing company new to the old town greenwood area reopened this week and we are so happy, today I am trying the Hurcules stout and was pleasantly...",4.5,35.0
1255,Brewpub,Hop and Sting Brewing Company,TX,32.93242,-97.074605,4.6,390.0,4.5,41.0,"We've been coming to Hop & Sting for a few months and thoroughly enjoy it every time. It is dog friendly and family friendly, anyone and everyone  is...",4.55,431.0
1257,Brewpub,Hop Creek Pub,CA,38.30433,-122.328825,4.7,512.0,4.5,302.0,"Their Thanksgiving Takeout Dinner was excellent.
Turkey was moist, the sides delicious.
Perfect directions for reheating.
Would do it again.  Thank you for...",4.6,814.0
1260,Brewpub,Hop Hound Brew Pub,KY,36.617121000000004,-88.301454,4.5,59.0,4.0,5.0,First day of their soft opening and everything was great! The owner walked me through all the different beers on tap and let me sample a few. Menu was on...,4.25,64.0
1261,Brewpub,Hop Lot Brewing Co,MI,44.968338,-85.647747,4.6,600.0,4.5,278.0,"Such a awesome spot! Their Covid precautions are spot on- sanitizing tables, air sanitizer on between groups in the igloos, and a food pickup window. The...",4.55,878.0
1263,Brewpub,Hop Oast Pub & Brewery,CA,37.748540999999996,-122.40848999999999,4.6,65.0,4.5,27.0,Seriously good beer. Great snack foods. It's a very nice and peaceful change from Cellarmaker down the street. They also have a TV they play sports on. The...,4.55,92.0
1265,Brewpub,HopSaint Brewing Company,CA,33.857657,-118.367719,4.6,304.0,4.5,749.0,"A friend of mine invited me to HopSaint Brewing during COVID (September 18, 2020). Masks are required but you can take them off once you're at the table....",4.55,1053.0
1266,Brewpub,Hopfusion Ale Works,TX,32.741589000000005,-97.324765,4.8,340.0,4.5,99.0,Na,4.65,439.0
1268,Brewpub,Hopkinsville Brewing Company,KY,36.86741,-87.487038,4.8,69.0,4.0,9.0,I would not miss this place. Hoptown needed it! Stopped in and had a couple pints. The beer is wonderful. We have the Wit. Great service! The ambiance is...,4.4,78.0
1269,Brewpub,Hoppers Grill and Brewing Co,UT,40.621807000000004,-111.866425,4.4,2046.0,3.5,293.0,"Came in around 4p on a weekday (8.12.20) with a friend and her daughter. As always great prompt service, precautions taken with staff and seating during...",3.95,2339.0
1270,Brewpub,Hoppy Trout Brewing Company,NC,35.200554,-83.82668000000001,4.7,187.0,4.5,56.0,"COVID restrictions in place, limited seating. Good customer service.  Jalapeño sliders were excellent but 2 of us needed to order some cheese bread to stop...",4.6,243.0
1271,Brewpub,Hops Brewery,NM,35.080127000000005,-106.605313,4.7,74.0,4.0,52.0,"This brewpub has several dozen offerings on tap. Many of them are great choices. Best of all, you can sample a huge selection of Hops's house beers - as...",4.35,126.0
1273,Brewpub,Hopskeller Brewing Company,IL,38.334965999999994,-90.149283,4.7,185.0,4.5,51.0,Great beer and cocktail selection and the pizza is wonderful!  We drive from St. Louis to enjoy it and always look forward to returning.  They're managing...,4.6,236.0
1275,Brewpub,Hopstix,GA,33.890648999999996,-84.303089,4.6,424.0,4.0,404.0,"this was a great covid find! 

you could notice that all the tables had been physicay moved to adhere to the six feet rule with a lot of space inbetween....",4.3,828.0
1276,Brewpub,Hopworks Urban Brewery Vancouver,WA,45.615843,-122.49317099999999,4.0,582.0,3.0,289.0,"We are doing pick-up from our favorite local restaurants. 
Here's the menu:

https://www.hopworksbeer.com/visit#menus",3.5,871.0
1277,Brewpub,Hoquiam Brewing Company,WA,46.975396999999994,-123.887026,4.8,87.0,5.0,30.0,"Took a day trip on my motorcycle and stoped by here on a weekday afternoon. 
Nice place inside, plenty of space for social distancing. 
Great selection of...",4.9,117.0
1278,Brewpub,Horsefly Brewing Co,CO,38.482778,-107.87137299999999,4.1,448.0,3.5,215.0,"Stopped here before our flight home out of Montrose. Just wanted a place to kill time & get a beer after our awesome adventure in Ouray & telluride. Wow , I...",3.8,663.0
1279,Brewpub,Hudson Ale Works,NY,41.717537,-73.963913,4.9,72.0,5.0,25.0,Stopped in for lunch while biking the Walkway Over the Hudson. Had the Coconut Vanilla Stout and the Highland Helles. Both delicious on a very hot day. Also...,4.95,97.0
1280,Brewpub,Hullabaloo Diner,TX,30.532055,-96.300885,4.4,685.0,3.5,256.0,Really happy to see Hullabaloo Diner operating during these tough times (COVID-19). GF and I were using College Station as home base while exploring some...,3.95,941.0
1281,Brewpub,Human Robot,PA,39.9774,-75.14374699999999,4.8,103.0,4.5,22.0,"Been meaning to make it over here, but COVID-19 interfered. Got beer delivered today and it showed up quickly and responsibly. The Dreams of Orgonon is...",4.65,125.0
1283,Brewpub,Hunga Dunga Brewing,ID,46.737054,-117.00339299999999,4.6,76.0,4.0,39.0,"We go to micro-breweries all over the country-- this was some of the best beer we've had in a long time!!!  

Beautiful, creative, comfortable space with...",4.3,115.0
1284,Brewpub,Hunter Mountain Brewery,NY,42.199754,-74.190034,3.8,156.0,3.0,110.0,"Got take-out dinner from here while vacationing in Tannersville, which was the perfect meal after a long day hiking. Food was on par for brewery-type...",3.4,266.0
1285,Brewpub,Hunter's Ale House,MI,43.576223,-84.749944,4.3,562.0,3.0,41.0,"I love hunters and will change this review to 5 stars *if* they start using the same ranch as the cabin. Being under the same ownership, I feel that such a...",3.65,603.0
1286,Brewpub,Hunter's Brewing,IN,41.597158,-87.047198,4.5,111.0,4.0,56.0,Stopped by again last night when I noticed canopies over the patio and people outside.  It was cool enough for my dog to stay in my car with the windows...,4.25,167.0
1288,Brewpub,Huntington Beach Beer Co,CA,33.658299,-118.00118300000001,3.9,252.0,3.0,680.0,I came here with my husband last weekend and I'm already earnestly awaiting another trip out to this outstanding restaurant. I ordered the Spicy blonde...,3.45,932.0
1289,Brewpub,Huske Hardware House Brewing Co,NC,35.053706,-78.882823,3.6,553.0,2.5,254.0,"I dont know if it was the frazzle of relaunch after quarantine or what ,but EVERYTHING in my to go order was over cooked to death!  The terriakki sauce on...",3.05,807.0
1290,Brewpub,Hyde Park Brewing Co,NY,41.769223,-73.929458,4.2,198.0,3.5,190.0,"Up here having gone to a Katsbaan ballet performance in Tivoli
It's Sunday and pouring out.  After church we re ready for lunch.  We were thinking of going...",3.85,388.0
1291,Brewpub,Hydraulic Hearth,NY,42.876729,-78.849571,4.5,275.0,4.0,275.0,My husband and I are new to the area and drove through Larkin Square to find some dinner. We stumbled across this place and couldn't be more pleased! The...,4.25,550.0
1292,Brewpub,Ice Harbor Brewing Co,WA,46.210987,-119.119254,4.4,232.0,4.0,154.0,"We just missed the happy hour but were not disappointed as first time customers. 

We ordered beers and burgers. Burgers were delicious, the Bombs and...",4.2,386.0
1293,Brewpub,Icicle Brewing Co,WA,47.596196,-120.65963799999999,0.0,0.0,4.5,362.0,"Great beer and an interesting/varied selection. The chocolate cake is a favorite and has always been.

Lovely outside seating area with lots of...",2.25,362.0
1294,Brewpub,Icy Strait Brewery,AK,58.112891000000005,-135.44804,4.9,14.0,4.5,12.0,"You guys. This little town called Hoonah is a bit of a walk from your cruise ship (but be honest, you need the exercise, you lazy lion). But. But. 

Don't...",4.7,26.0
1295,Brewpub,Idletyme Brewing Company,VT,44.473768,-72.713961,4.2,448.0,4.0,406.0,"When the bartender is so good, you come back two days in a row.....

Even with limited option due to COVID restrictions, we had plenty of places we could...",4.1,854.0
1296,Brewpub,Idyllwild Brewpub,CA,33.743262,-116.71293100000001,4.5,919.0,4.0,332.0,They are doing amazing with outdoor seating and social distancing.  They take your temperature at the door and have everyone spaced out.... Our waitress was...,4.25,1251.0
1297,Brewpub,Iechyd Da Brewing,IN,41.690026,-85.97529300000001,4.8,396.0,4.5,216.0,"Beautiful outside seating accommodations with all the COVID-19, the most delicious food, and amazing service. We absolutely loved the lobster bisque!!!...",4.65,612.0
1299,Brewpub,Immersion Brewing,OR,44.050931,-121.31468100000001,4.4,829.0,4.0,307.0,"My roommate and I decided to take a quick trip to Bend from Portland this week. While researching places to eat for lunch, we were surprised with how many...",4.2,1136.0
1300,Brewpub,Imperial Western Beer Company,CA,34.055702000000004,-118.23662900000001,4.6,718.0,4.0,296.0,"Love love love this bar! I miss coming here every Sunday with friends to play pool, hang out, and drink. Stefan, Erica, and Humza are great bartenders and...",4.3,1014.0
1301,Brewpub,Imperiale Beer Project,CA,37.931532000000004,-121.694232,4.6,24.0,4.0,7.0,"During Covid ,looking for a new different place.
Great Choice , outside seating , friendly knowledgable staff, state of the art brew house 
Wine is also...",4.3,31.0
1302,Brewpub,In The Mix Brewing & Creamery,NY,43.329239,-78.549656,4.9,156.0,5.0,33.0,"June 27, 2020 - In the Mix Brewing & Creamery is reopened and the food and atmosphere has not change during the COVID 19.  The food is still great, the...",4.95,189.0
1304,Brewpub,Inc 82 Brewing,CA,37.705975,-121.937747,4.4,195.0,4.0,486.0,Inc 82 is a small business that hasn't quit at all during this lockdown. They've maneuvered and adapted to serve their customers without missing a beat....,4.2,681.0
1305,Brewpub,Initiative Brewing,OR,44.279914,-121.173041,4.5,105.0,4.0,83.0,"Fantastic atmosphere, delicious food, and great drinks! 
Sister and I came here while on a road trip and I was so thankful for so many gluten free options!...",4.25,188.0
1306,Brewpub,Inn On Peaks Island Brewery The,ME,43.655182,-70.197441,4.3,297.0,3.5,152.0,"Plush pillows. Friendly staff. Balcony room too, highly recommend. Smoked a dozen hoons overlooking downtown Portland. What a spot. Will return.",3.9,449.0
1307,Brewpub,Innovation Brew Works,CA,34.049807,-117.81488300000001,4.5,155.0,4.0,246.0,"Stop by 10/6/20 around 7pm. We got the family meal, pizzas, cheese bread, with brownies. The kitchen had an issue with the brownies and burnt them. Not a...",4.25,401.0
1308,Brewpub,Inside The Five Brewing,OH,41.717189000000005,-83.70338100000001,4.5,377.0,3.5,80.0,"First time here and I was a big fan! Cool atmosphere, great food, and awesome beer. I would definitely recommend the Loaded Beer Queso with the Housemade...",4.0,457.0
1310,Brewpub,Insurrection Aleworks,PA,40.39241,-80.08743199999999,4.6,174.0,4.5,134.0,Great atmosphere and solid offering of house brews and guest hard liquors. Charcuterie is a great compliment to the beers,4.55,308.0
1311,Brewpub,Interboro Spirits And Ales,NY,40.712593,-73.93690600000001,4.6,176.0,4.5,43.0,"It's kind of crazy that this little nondescript door leads to such an expansive space, big enough to fit over 100 people. Inside you'll find huge copper...",4.55,219.0
1312,Brewpub,Intrinsic Brewing,TX,32.91366,-96.637068,4.5,796.0,4.0,434.0,"We ordered through Grubhub for delivery.  Though I wanted to submit reviews other places to ensure putting the word out how good this places food is. 

Most...",4.25,1230.0
1313,Brewpub,Inventors Brewpub,WI,43.391493,-87.866839,4.5,331.0,4.5,40.0,"Drove to Port Washington Friday night to order fish fry to go for myself and my family to eat in the nearby park. I walk in, masked- and the place is like...",4.5,371.0
1314,Brewpub,Inver Grove Brewing Company,MN,44.818247,-93.043868,4.6,199.0,4.5,44.0,"Very happy with this brewery! Not only are their beers very good, but they also have an excellent kitchen and a full bar. We came on a Saturday when they...",4.55,243.0
1315,Brewpub,Irish Mafia Brewing Co,NY,42.883718,-77.388853,4.4,251.0,3.5,53.0,We used to go on a regular basis and never had a bad meal. Since the shut down started we've gotten the fish fry take out special twice and you can't beat...,3.95,304.0
1316,Brewpub,Iron Bridge Icehouse,TX,30.109984999999998,-97.321104,0.0,0.0,5.0,1.0,"Great low key spot right next to neighbors on the river. If you are looking for a spot to hang outside, or waiting for a table at Neighbors, or coming right...",2.5,1.0
1317,Brewpub,Iron Exchange Tavern & Brewery,MN,45.005509,-93.64888,4.6,105.0,4.0,23.0,"Maybe premature
First impression was quite good
Hope to get back soon

Nowadays, unless I am traveling I tend not to give a review after just one visit to...",4.3,128.0
1318,Brewpub,Iron Exchange Tavern and Brewery,MN,45.005502,-93.648863,4.6,105.0,4.0,23.0,"Maybe premature
First impression was quite good
Hope to get back soon

Nowadays, unless I am traveling I tend not to give a review after just one visit to...",4.3,128.0
1320,Brewpub,Iron Hart,PA,41.579645,-75.50104,4.8,5.0,4.0,1.0,"Interesting little place! I did not eat any food while there but it looked delicious! The place was pretty busy, so we had a bit of wait time to get drinks....",4.4,6.0
1321,Brewpub,Iron Hill Brewery & Restaurant,PA,40.284828999999995,-76.65298299999999,5.0,1.0,4.0,142.0,"I came to Iron Hill on a Sunday evening with a girl I am fond of. 

It looked like there was a decent amount of people there but we were promptly seated...",4.5,143.0
1322,Brewpub,Iron Hill Brewery & Restaurant Center City,PA,39.951673,-75.159562,5.0,1.0,4.0,240.0,"Awesome experience with our server Kristen! 
She was super helpful and attentive with allergy questioning about the beer and food list. The vibe of the...",4.5,241.0
1323,Brewpub,Iron Hill Brewery & Restaurant Chestnut Hill,PA,40.075222,-75.205308,5.0,1.0,3.5,369.0,"Due to Covid and not being able to have our traditional large family gathering, we decided to preorder our Thanksgiving dinner from Chestnut Hill Iron Hill....",4.25,370.0
1324,Brewpub,Iron Hill Brewery & Restaurant Greenville,SC,34.851107,-82.337518,5.0,1.0,4.0,219.0,"Love their wait list available on the yelp  app and website. We were seated right away!

The service was stellar. Our server was prompt, friendly and...",4.5,220.0
1325,Brewpub,Iron Hill Brewery & Restaurant Lancaster,PA,40.050705,-76.31885,5.0,1.0,4.0,503.0,"Beer and outdoor seating, is what I was looking for and Iron has it!  There is ample parking thankfully an added plus.  Friendly waitstaff, didnt take long...",4.5,504.0
1326,Brewpub,Iron Hill Brewery & Restaurant Maple Shade,NJ,39.946821,-74.97314,5.0,1.0,3.5,354.0,"Have not been here in a bit due to the covid stuff...really miss the beers, food, and fun. Great calamari, OMG BLT, and loved the chicken and ribs. Good...",4.25,355.0
1327,Brewpub,Iron Hill Brewery & Restaurant Newark,DE,39.683413,-75.74684599999999,5.0,1.0,4.0,315.0,"Outside dinning on Main Street Newark .  This place is great .  Social distancing , clean , food and service were excellent . Wednesday night out door...",4.5,316.0
1328,Brewpub,Iron Hill Brewery & Restaurant Newtown,PA,40.236069,-74.943445,5.0,1.0,3.5,47.0,"We decided we'd celebrate our anniversary (6 months later due to COVID) at Iron Hill, and decided to make a reservation through Yelp. Upon arriving Saturday...",4.25,48.0
1329,Brewpub,Iron Hill Brewery & Restaurant Rehoboth Beach,DE,38.716297,-75.108959,5.0,1.0,4.0,186.0,"Well distanced, masks enforced, simple takeout, well spaced patio dining, with some indoor dining.  Best burgers in town, too. We come here now regularly,...",4.5,187.0
1330,Brewpub,Iron Hill Brewery & Restaurant Voorhees,NJ,39.851758000000004,-74.99825200000001,5.0,1.0,3.5,263.0,I love this place ! Me and my bestie enjoy coming here and they make sure all COVID procedures are followed . We love their cheesesteak eggrolls ! The beer...,4.25,264.0
1331,Brewpub,Iron Hill Brewery & Restaurant West Chester,PA,39.960640999999995,-75.605672,5.0,1.0,4.0,328.0,I have been a fan of Iron Hill for years and dinner here last night did not disappoint! I came here a few weeks ago when they had a condescend menu due to...,4.5,329.0
1332,Brewpub,Iron Hill Brewery & Restaurant Wilmington,DE,39.733501000000004,-75.56046500000001,5.0,1.0,3.5,452.0,My husband and I dined here for dinner while staying at a nearby hotel earlier this year (pre-Covid shut down). We have been to another location of this...,4.25,453.0
1334,Brewpub,Iron Pipe Alewerks,VA,38.251894,-78.113238,4.9,38.0,5.0,10.0,"THE best pizza and wings on the planet!  Wood fired. Delicious, perfect crust. Big, juicy, yummy, perfect wings!  Really good beers and I don't even like...",4.95,48.0
1335,Brewpub,Iron Rail Brewing,KS,39.050089,-95.674499,4.1,358.0,3.5,106.0,Ordered thru grub hub food was very good. Delivery was spot on from the emails projected time very happy 1st time experience.,3.8,464.0
1336,Brewpub,Iron Spike Brewing Company,IL,40.946148,-90.368983,4.5,509.0,4.0,98.0,"Always 5 stars at Iron Spike!!
We're new to Galesburg but are so happy we stumbled upon this local place! Enjoyed dinner here tonight and everything was...",4.25,607.0
1337,Brewpub,Iron Springs Pub & Brewery,CA,37.985887,-122.584102,4.4,326.0,4.0,340.0,"Outdoor seating and to-go available, including growlers. There is a private parking lot immediately next to the restaurant with ample parking. Reservations...",4.2,666.0
1338,Brewpub,Iron Tug Brewing,NY,43.1998,-77.636542,4.7,72.0,4.5,16.0,"Delicious beer and great customer service. Cute, cozy place for some good beer. Seating at picnic tables inside and outdoor dining. Good place to meet...",4.6,88.0
1339,Brewpub,Irondequoit Beer Company,NY,43.210249,-77.595863,4.7,242.0,4.5,39.0,"Touch less - curbside dinner for the win!  Quarantine sucks but being able to support small businesses, get beer and delicious wings to go is probably the...",4.6,281.0
1340,Brewpub,Irving Cliff Brewery,PA,41.57476,-75.25806700000001,4.1,156.0,4.0,125.0,"A great brewery! They followed all covid precautions, and the food was great! But the beer WAS THE BEST! They even had us come to the back and gave us a...",4.05,281.0
1343,Brewpub,J J Bitting Brewing Co,NJ,40.554768,-74.27724599999999,4.3,371.0,3.5,326.0,"J. J. Bitting has a lot of character. Historic building next to the train tracks, near the old Woodbridge station. Nice selection of home brews. Very...",3.9,697.0
1344,Brewpub,JD's Sports Pub and Brewery,OR,42.42375,-123.34080800000001,4.1,424.0,3.0,25.0,"I had a really good breakfast burrito the other morning, 3 eggs, bacon, cheese, potatoes. Tasty and a very generous serving, and even though they had a...",3.55,449.0
1346,Brewpub,JT Schmids Restaurant & Brewery,CA,33.80556,-117.877298,4.3,1065.0,3.0,715.0,"This place definitely deserves more stars!! Great customer service and they really are taking COVID precautions seriously! BF and I had some beers, and...",3.65,1780.0
1347,Brewpub,Jack Mason's Tavern and Brewery,VA,37.815196,-79.827492,4.7,312.0,4.5,99.0,"Wonderful food, great service and great atmosphere. The fried pickles and steak wrap was so delicious!!!",4.6,411.0
1348,Brewpub,Jack Russell Farm Ales,CA,38.755806,-120.679175,4.4,201.0,3.5,320.0,"I felt very safe to venture out (during COVID-19 time) and try a flight of beers/ciders.
The staff helped to ensure all safety protocols were followed....",3.95,521.0
1350,Brewpub,Jack's Brewing Co,CA,37.544067,-121.987457,4.1,117.0,3.5,434.0,Yes they are open for patio seating and Indoor Social distancing. Luckily the food quickly has not suffered but the menu has been condensed. I was happy to...,3.8,551.0
1351,Brewpub,Jackass Hill Brewery,CO,39.613912,-105.016544,4.3,143.0,3.5,47.0,"Looking for a new brewery in town, Jackass Hill is new and they have plenty of seating for you!from beer to wine and cocktails there is something here for...",3.9,190.0
1352,Brewpub,Jackie O's Pub & Brewery,OH,39.32782,-82.102245,4.6,459.0,4.0,215.0,I like the beer at Jackie O's Brewpub and unlike as others have said the service is not so poor. It's not like the typical bar in Athens. Thankfully it's...,4.3,674.0
1354,Brewpub,Jackson Street Brewing,IA,42.495476000000004,-96.403012,4.6,89.0,4.5,11.0,"Very nice brewery, friendly staff! We came on a Sunday and they happened to have a buy one get one free on tap beer. I got a peach cider which was perfect...",4.55,100.0
1355,Brewpub,Jaden James Brewery The Cascade Winery,MI,42.878878,-85.562724,4.4,22.0,4.0,25.0,"We were excited to try a winery.  We found Cascade Winery online, and it said it opened at 2pm. We got there shortly after 2 and the door was locked....",4.2,47.0
1357,Brewpub,Jamesport Brewing Co,MI,43.952062,-86.448048,4.4,579.0,4.0,255.0,"Stumbled across this downtown brewery during our weekend trip and it was an amazing experience. Even though there was a 15 min wait, it was def worth it....",4.2,834.0
1360,Brewpub,Jester King Brewery,TX,30.230172999999997,-97.99955899999999,4.7,1889.0,4.5,604.0,"Have visited two more times and thoroughly enjoyed the outdoor excursion. 

The grounds are beautiful and the benches are properly spread out. You order...",4.6,2493.0
1361,Brewpub,Jigsy's Brewpub & Restaurant,PA,40.294919,-76.93014000000001,4.6,249.0,4.0,53.0,I almost left 3 stars but I'm going with 4 until I make a return trip for some other menu items. I got three cuts each of the traditional red and double...,4.3,302.0
1362,Brewpub,Johanssons Dining House,MD,39.575644,-76.995499,4.3,413.0,3.0,63.0,Went in for a few drinks and an appetizer. It took 10 minutes to be greeting by the bartender. He was busy pouring a Guiness which he stopped mid pour to...,3.65,476.0
1363,Brewpub,John Harvards Brew House Framingham,MA,42.304153,-71.396202,4.0,733.0,3.0,308.0,"Pros:
-Tons of of indoor and outdoor seating
-Attentive service
-Guacamole is pretty good (tried my partner's dish)

--
Empty around 6:00pm on a...",3.5,1041.0
1367,Brewpub,Jolly Pumpkin Pizzeria and Brewery,MI,42.97035,-85.680224,4.1,503.0,4.0,109.0,"SERVICE: 5
FOOD QUALITY: 5
DRINK QUALITY: 5
ORDER TIME: 5
AESTHETICS: 5
NOISE LEVEL: 5
MENU SELECTION: 5

OVERALL EXPERIENCE: 5

Went here for lunch because...",4.05,612.0
1368,Brewpub,Jolly Pumpkin Pizzeria and Brewery,MI,42.97035,-85.680224,4.1,503.0,3.5,163.0,"Solid place in Hyde Park, and definitely needed. While I don't find the food here particularly amazing, I've always enjoyed the atmosphere. It's a great...",3.8,666.0
1369,Brewpub,Jolly Pumpkin Pizzeria and Brewery,IL,41.800523999999996,-87.588874,4.1,503.0,4.0,109.0,"SERVICE: 5
FOOD QUALITY: 5
DRINK QUALITY: 5
ORDER TIME: 5
AESTHETICS: 5
NOISE LEVEL: 5
MENU SELECTION: 5

OVERALL EXPERIENCE: 5

Went here for lunch because...",4.05,612.0
1370,Brewpub,Jolly Pumpkin Pizzeria and Brewery,IL,41.800523999999996,-87.588874,4.1,503.0,3.5,163.0,"Solid place in Hyde Park, and definitely needed. While I don't find the food here particularly amazing, I've always enjoyed the atmosphere. It's a great...",3.8,666.0
1374,Brewpub,Junk Ditch Brewing Company,IN,41.077946999999995,-85.167066,4.6,453.0,4.5,359.0,"We ordered carry out from Junk Ditch during vegan restaurant week and Wow!  We ordered Mushroom Salad, Crispy Potatoes, Mushroom Risotto and Fried Rice, I'm...",4.55,812.0
1375,Brewpub,Jupiter,CA,37.869803999999995,-122.267582,4.5,1515.0,4.0,3177.0,This is one of my favorite spots in Berkeley. I discovered it in college and it's one of my favorite places to take visitors from out of town. The space is...,4.25,4692.0
1376,Brewpub,K Point Brewing,WI,44.773391,-91.461725,4.6,27.0,4.0,2.0,Surprised to be the first to review this place! A pretty solid brewery. I'd tend to think more of a 3.5 than a 3. When you walk in the door the coffee shop...,4.3,29.0
1377,Brewpub,K Oz Restaurant Brewery,CA,37.778890999999994,-122.409852,4.2,280.0,3.5,122.0,The food was pretty good here as we ate lunch before an event that we hosted at the restaurant. They also booked off a section for the restaurant for us and...,3.85,402.0
1378,Brewpub,K2 Brothers Brewing,NY,43.174568,-77.521524,4.7,366.0,4.0,104.0,"K2 has a great outdoor beer garden.  They upgraded the outside area this year making it a great place for a casual meal, a quick beer or a place to meet...",4.35,470.0
1379,Brewpub,Kaiser Brewing Company LLC,OR,45.514222,-123.09903999999999,4.7,22.0,3.0,2.0,"Hands down one of the best breweries here in the town of Forest Grove. Not only does the brewer put out some amazing craft beer, but also is super...",3.85,24.0
1380,Brewpub,Kaktus Brewing Co,NM,35.308122999999995,-106.53945300000001,4.6,204.0,4.0,133.0,Na,4.3,337.0
1382,Brewpub,Kalona Brewing Company,IA,41.483311,-91.70755,4.6,235.0,4.5,82.0,"This is a great little spot in Kalona which is just a short 20 minute drive south of Iowa City.

The menu is solid. Nothing fancy but has a good variety of...",4.55,317.0
1383,Brewpub,Kannah Creek Brewing Co,CO,39.085373,-108.551929,4.3,274.0,4.0,279.0,Stopped in for happy hour a few weeks ago and sat at the bar. Due to Covid there are only a couple of seats available at the bar. Beer selection was good...,4.15,553.0
1385,Brewpub,Karl Strauss Brewing Co Sorrento Mesa,CA,32.895720000000004,-117.202514,4.5,2586.0,4.0,1386.0,"Wanted to review during what it's like with state restrictions during current pandemic:

Everything here is still good. Food and drinks are all great. You...",4.25,3972.0
1386,Brewpub,Karl Strauss Brewing Co 4S Ranch,CA,33.021423,-117.113403,4.4,387.0,4.0,849.0,I stopped into this 4S Ranch location for happy hour on a Friday. Full Covid precautions were in place with 6 foot distancing markers hand sanitizer...,4.2,1236.0
1387,Brewpub,Karl Strauss Brewing Co Anaheim,CA,33.795701,-117.88235700000001,4.6,594.0,4.5,1114.0,"Had an excellent time dining here with my boyfriend! Due to the circumstances of covid, The policies have changed. You now need to order your food at the...",4.55,1708.0
1388,Brewpub,Karl Strauss Brewing Co Carlsbad,CA,33.124443,-117.314024,4.5,909.0,4.0,1475.0,"Never had a doubt,
In my marfargin mind,
That Karl Strauss had me at hello,
Like ALL the time.

But watch my flow,
And pay attention,
It ain't just about...",4.25,2384.0
1389,Brewpub,Karl Strauss Brewing Co Costa Mesa,CA,33.689531,-117.89578600000002,4.5,364.0,4.0,1312.0,"Very cool place to get some food and drinks. There was inside seating available with social distancing from other tables. At this time, there really isn't...",4.25,1676.0
1391,Brewpub,Karl Strauss Brewing Co Downtown Los Angeles,CA,34.047945,-118.256208,4.5,659.0,4.0,484.0,I absolutely love the beer here! We came during Covid to place an order and it was super quick and easy. They have you scan the menu and order online. The...,4.25,1143.0
1392,Brewpub,Karl Strauss Brewing Co La Jolla,CA,32.847181,-117.27360300000001,4.5,322.0,4.0,886.0,We had a late dinner Friday evening here . They had a nice outdoor set up in the street with wooden tables and portable heaters . Indoor seating was also...,4.25,1208.0
